date,operation_id,operation_type,feature,formula,base_formula,left_source,right_source,left_value,right_value,value,valid,reason
2026-04-01,orthostatic_before,pairwise,hrv_time__MeanHR_bpm,delta,,stand_before,sit_before,87.7304407928704,64.48317899152435,23.247261801346042,True,
2026-04-01,orthostatic_before,pairwise,hrv_time__MeanHR_bpm,percent_delta,,stand_before,sit_before,87.7304407928704,64.48317899152435,36.05166830314251,True,
2026-04-01,orthostatic_before,pairwise,hrv_time__MeanHR_bpm,ratio,,stand_before,sit_before,87.7304407928704,64.48317899152435,1.3605166830314253,True,
2026-04-01,orthostatic_before,pairwise,hrv_time__MeanNN_ms,delta,,stand_before,sit_before,692.3337473185051,932.2053979763514,-239.87165065784632,True,
2026-04-01,orthostatic_before,pairwise,hrv_time__MeanNN_ms,percent_delta,,stand_before,sit_before,692.3337473185051,932.2053979763514,-25.731630730584065,True,
2026-04-01,orthostatic_before,pairwise,hrv_time__MeanNN_ms,ratio,,stand_before,sit_before,692.3337473185051,932.2053979763514,0.7426836926941593,True,
2026-04-01,orthostatic_before,pairwise,hrv_time__SDNN_ms,delta,,stand_before,sit_before,74.04180272651409,40.17877297355758,33.863029752956514,True,
2026-04-01,orthostatic_before,pairwise,hrv_time__SDNN_ms,percent_delta,,stand_before,sit_before,74.04180272651409,40.17877297355758,84.28089572382517,True,
2026-04-01,orthostatic_before,pairwise,hrv_time__SDNN_ms,ratio,,stand_before,sit_before,74.04180272651409,40.17877297355758,1.8428089572382518,True,
2026-04-01,orthostatic_before,pairwise,hrv_time__RMSSD_ms,delta,,stand_before,sit_before,25.40920680192476,39.38378914060608,-13.974582338681323,True,
2026-04-01,orthostatic_before,pairwise,hrv_time__RMSSD_ms,percent_delta,,stand_before,sit_before,25.40920680192476,39.38378914060608,-35.48308236363432,True,
2026-04-01,orthostatic_before,pairwise,hrv_time__RMSSD_ms,ratio,,stand_before,sit_before,25.40920680192476,39.38378914060608,0.6451691763636569,True,
2026-04-01,orthostatic_before,pairwise,hrv_time__pNN50_percent,delta,,stand_before,sit_before,3.571428571428571,24.193548387096776,-20.622119815668206,True,
2026-04-01,orthostatic_before,pairwise,hrv_time__pNN50_percent,percent_delta,,stand_before,sit_before,3.571428571428571,24.193548387096776,-85.23809523809526,True,
2026-04-01,orthostatic_before,pairwise,hrv_time__pNN50_percent,ratio,,stand_before,sit_before,3.571428571428571,24.193548387096776,0.1476190476190476,True,
2026-04-01,orthostatic_before,pairwise,hrv_freq__LF_power,delta,,stand_before,sit_before,0.0019301212749193,0.0004779718609343,0.001452149413985,True,
2026-04-01,orthostatic_before,pairwise,hrv_freq__LF_power,percent_delta,,stand_before,sit_before,0.0019301212749193,0.0004779718609343,303.8148336068274,True,
2026-04-01,orthostatic_before,pairwise,hrv_freq__LF_power,ratio,,stand_before,sit_before,0.0019301212749193,0.0004779718609343,4.038148336068274,True,
2026-04-01,orthostatic_before,pairwise,hrv_freq__HF_power,delta,,stand_before,sit_before,0.0002679206566819,0.000302691122222,-3.477046554010001e-05,True,
2026-04-01,orthostatic_before,pairwise,hrv_freq__HF_power,percent_delta,,stand_before,sit_before,0.0002679206566819,0.000302691122222,-11.487111113420308,True,
2026-04-01,orthostatic_before,pairwise,hrv_freq__HF_power,ratio,,stand_before,sit_before,0.0002679206566819,0.000302691122222,0.8851288888657969,True,
2026-04-01,orthostatic_before,pairwise,hrv_freq__LF_HF_ratio,delta,,stand_before,sit_before,7.204077874482458,1.5790745940135853,5.6250032804688725,True,
2026-04-01,orthostatic_before,pairwise,hrv_freq__LF_HF_ratio,percent_delta,,stand_before,sit_before,7.204077874482458,1.5790745940135853,356.2215047847498,True,
2026-04-01,orthostatic_before,pairwise,hrv_freq__LF_HF_ratio,ratio,,stand_before,sit_before,7.204077874482458,1.5790745940135853,4.5622150478474985,True,
2026-04-02,orthostatic_before,pairwise,hrv_time__MeanHR_bpm,delta,,stand_before,sit_before,76.42872342704405,54.18979271070497,22.238930716339077,True,
2026-04-02,orthostatic_before,pairwise,hrv_time__MeanHR_bpm,percent_delta,,stand_before,sit_before,76.42872342704405,54.18979271070497,41.038966203585176,True,
2026-04-02,orthostatic_before,pairwise,hrv_time__MeanHR_bpm,ratio,,stand_before,sit_before,76.42872342704405,54.18979271070497,1.4103896620358518,True,
2026-04-02,orthostatic_before,pairwise,hrv_time__MeanNN_ms,delta,,stand_before,sit_before,794.3978474833259,1108.2402349196973,-313.8423874363714,True,
2026-04-02,orthostatic_before,pairwise,hrv_time__MeanNN_ms,percent_delta,,stand_before,sit_before,794.3978474833259,1108.2402349196973,-28.3189851394551,True,
2026-04-02,orthostatic_before,pairwise,hrv_time__MeanNN_ms,ratio,,stand_before,sit_before,794.3978474833259,1108.2402349196973,0.716810148605449,True,
2026-04-02,orthostatic_before,pairwise,hrv_time__SDNN_ms,delta,,stand_before,sit_before,81.04940352241896,33.972812715735856,47.0765908066831,True,
2026-04-02,orthostatic_before,pairwise,hrv_time__SDNN_ms,percent_delta,,stand_before,sit_before,81.04940352241896,33.972812715735856,138.571366464684,True,
2026-04-02,orthostatic_before,pairwise,hrv_time__SDNN_ms,ratio,,stand_before,sit_before,81.04940352241896,33.972812715735856,2.38571366464684,True,
2026-04-02,orthostatic_before,pairwise,hrv_time__RMSSD_ms,delta,,stand_before,sit_before,23.97059117094955,37.15524739690293,-13.184656225953379,True,
2026-04-02,orthostatic_before,pairwise,hrv_time__RMSSD_ms,percent_delta,,stand_before,sit_before,23.97059117094955,37.15524739690293,-35.48531405298188,True,
2026-04-02,orthostatic_before,pairwise,hrv_time__RMSSD_ms,ratio,,stand_before,sit_before,23.97059117094955,37.15524739690293,0.6451468594701812,True,
2026-04-02,orthostatic_before,pairwise,hrv_time__pNN50_percent,delta,,stand_before,sit_before,2.7777777777777777,21.568627450980397,-18.79084967320262,True,
2026-04-02,orthostatic_before,pairwise,hrv_time__pNN50_percent,percent_delta,,stand_before,sit_before,2.7777777777777777,21.568627450980397,-87.12121212121212,True,
2026-04-02,orthostatic_before,pairwise,hrv_time__pNN50_percent,ratio,,stand_before,sit_before,2.7777777777777777,21.568627450980397,0.12878787878787876,True,
2026-04-02,orthostatic_before,pairwise,hrv_freq__LF_power,delta,,stand_before,sit_before,0.0003275097361938,0.000236700336991,9.080939920280001e-05,True,
